Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,RECORD_KEY,Load Date,year_month,date_key
2016,11,Maryland,Food,,,,Grocery store/bakery/deli/convenience store;Restaurant: Sit-down dining,9,0,9,0,9,,,,,,,901b7ff88c714e77,2024-12-20,2016-11,20161101
1999,6,Michigan,Food,,,,,13,,,,,bearnaise sauce,,Multiple,,,,901d0a85f3d8c815,2024-12-20,1999-06,19990601
2014,2,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,,901e2e4617729de2,2024-12-20,2014-02,20140201
2011,3,Alabama,Person-to-person,Norovirus,,Suspected,School/college/university,10,,,,,,,,,,,901fb76fce0bcb66,2024-12-20,2011-03,20110301
2017,12,New York,Person-to-person,,,,,20,,,,,,,,,,,901ff166379c323c,2024-12-20,2017-12,20171201
2009,8,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,19,0,0,0,19,,,,,,,9020b4e6081fae9a,2024-12-20,2009-08,20090801
2001,4,Florida,Food,Bacillus cereus,,Suspected,Restaurant: Other,2,,,,,chicken fried rice,,Multiple,,,,90211320faaa8bc7,2024-12-20,2001-04,20010401
2002,2,Maryland,Food,,,,Restaurant: Other;Office/indoor workplace,12,0,12,0,12,,,,,,,9021e57f456b0c31,2024-12-20,2002-02,20020201
2005,10,Georgia,Food,,,,Restaurant: Other,19,0,19,0,19,"BBQ, unspecified",,Multiple,,,,902381e9458da28b,2024-12-20,2005-10,20051001
2016,12,Michigan,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,90243526dbbc6522,2024-12-20,2016-12,20161201
2009,2,Colorado,Food,,,,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,,902470ad2c8d5c14,2024-12-20,2009-02,20090201
2003,3,Ohio,Food,Clostridium perfringens,,Confirmed,Restaurant: Other,13,0,11,0,11,"chicken, other",,Chicken,,,,9024d3edabc69ec5,2024-12-20,2003-03,20030301
2017,1,Rhode Island,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,School/college/university,35,0,32,0,32,,,,,,,9026f8cfb9b7c600,2024-12-20,2017-01,20170101
2015,2,California,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,,90278a3160c191ef,2024-12-20,2015-02,20150201
1998,9,New Jersey,Food,,,,Other,10,0,10,0,10,"cake, unspecified",,Multiple,,,,9027f5a66db1b85f,2024-12-20,1998-09,19980901
2007,11,Minnesota,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,6,0,6,0,6,,,,,,,90283b94cd36a875,2024-12-20,2007-11,20071101
2004,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,6,,,,,"chicken, raw",,Chicken,,,,9028caa08780b895,2024-12-20,2004-05,20040501
2012,11,New Mexico,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,102,0,0,0,102,,,,,,,9028f668425eb0ef,2024-12-20,2012-11,20121101
2013,3,Virginia,Indeterminate/unknown,,,,Restaurant,6,0,0,0,0,,,,,,,902949760a587bb8,2024-12-20,2013-03,20130301
2018,12,Illinois,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,902a911ee7568468,2024-12-20,2018-12,20181201
2015,3,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer;Banquet Facility (food prepared and served on-site);Private home/residence,24,1,24,0,24,,,,,,,902d1c898299bec3,2024-12-20,2015-03,20150301
2011,3,Kentucky,Person-to-person,,,,,31,0,0,0,0,,,,,,,902ddbbb97ff8a84,2024-12-20,2011-03,20110301
2015,2,South Carolina,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,902eba8ecda3bfc1,2024-12-20,2015-02,20150201
2015,5,Ohio,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),48,1,47,0,47,salad,lettuce,Vegetable Row Crops,,,,902ef881f5e0d51b,2024-12-20,2015-05,20150501
2023,5,Colorado,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,9030bc17f3be0780,2024-12-20,2023-05,20230501
2020,1,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,36,2,36,0,36,,,,,,,9031303fd28d619b,2024-12-20,2020-01,20200101
2015,12,South Carolina,Person-to-person,Sapovirus unknown,,Confirmed,Child daycare/preschool,9,0,0,0,0,,,,,,,9031be2edca0279e,2024-12-20,2015-12,20151201
2008,11,North Carolina,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,8,,,,,"chicken, unspecified",,Chicken,,,,9031ced8ef6f4b94,2024-12-20,2008-11,20081101
2010,2,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,20,0,0,0,0,,,,,,,90362431b848bf73,2024-12-20,2010-02,20100201
2000,3,Colorado,Food,Norovirus Genogroup I,,Suspected,Other,36,,,,,other food,,,,,,9038c80d7d27cb8d,2024-12-20,2000-03,20000301
2017,12,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,38,0,38,0,,,,,,,,9039873bf80fbb5d,2024-12-20,2017-12,20171201
2010,12,Alaska,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,47,0,47,0,47,,,,,,,9039e142ba47ff1a,2024-12-20,2010-12,20101201
2022,4,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,903a23e3a8b9134a,2024-12-20,2022-04,20220401
2016,1,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,25,0,0,0,25,,,,,,,903bb5c986d32304,2024-12-20,2016-01,20160101
2013,1,Maryland,Food,Norovirus Genogroup II,,Confirmed,Caterer,16,0,16,0,16,,,,,,,903be1be67b27ff6,2024-12-20,2013-01,20130101
2014,4,Colorado,Indeterminate/unknown,Norovirus,,Confirmed,Office/indoor workplace,9,0,0,0,0,,,,,,,903ee55672b758dc,2024-12-20,2014-04,20140401
2011,11,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Restaurant,11,0,11,0,11,,,,,,,904015d01b823904,2024-12-20,2011-11,20111101
2006,6,Minnesota,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant: Other,4,1,4,0,4,,,,,,,9041d6ceb3ce0314,2024-12-20,2006-06,20060601
2016,5,South Carolina,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Other healthcare facility,32,0,32,0,32,,,,,,,90425fa22046bd60,2024-12-20,2016-05,20160501
2014,11,Texas,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,,9042cfd764a0b401,2024-12-20,2014-11,20141101
2010,12,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,104,0,80,0,80,,,,,,,9042e9cda2feec44,2024-12-20,2010-12,20101201
2012,7,Virginia,Person-to-person,Norovirus,,Suspected,Camp,28,0,,0,,,,,,,,90448073d17d1aae,2024-12-20,2012-07,20120701
2012,3,Ohio,Person-to-person,Norovirus Genogroup II,GII.1,Confirmed,Office/indoor workplace,22,0,15,0,15,,,,,,,9045425833369e58,2024-12-20,2012-03,20120301
2014,11,Michigan,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,904af0ca7ed5d06b,2024-12-20,2014-11,20141101
2001,12,Pennsylvania,Food,Clostridium perfringens,,Confirmed,Hospital;Office/indoor workplace,78,0,78,0,78,"seafood dish, unspecified;roast beef, other",beef,Beef,,,,904b0d5de3eeb6f2,2024-12-20,2001-12,20011201
2014,2,Illinois,Person-to-person,Norovirus,,Confirmed,,18,8,18,0,18,,,,,,,904b8f9129a577d0,2024-12-20,2014-02,20140201
2016,1,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,46,0,46,0,46,,,,,,,904e36079f133a9e,2024-12-20,2016-01,20160101
2020,4,New Hampshire,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,904e5840505871ed,2024-12-20,2020-04,20200401
2007,2,Ohio,Food,,,,Restaurant: Other,2,0,2,0,2,,,,,,,904e995255d7c680,2024-12-20,2007-02,20070201
2017,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,38,1,38,0,38,,,,,,,9050593175322f39,2024-12-20,2017-12,20171201
2019,12,Kentucky,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,32,2,32,0,32,,,,,,,905084d28f2936bd,2024-12-20,2019-12,20191201
2012,2,North Carolina,Person-to-person,,,,,11,1,11,0,11,,,,,,,90510db8acbe886f,2024-12-20,2012-02,20120201
2023,4,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,,9052feac94af9256,2024-12-20,2023-04,20230401
2003,6,Washington,Food,,,,Restaurant: Other,4,0,4,0,4,"steak, unspecified",,Beef,,,,905447de85aba7ab,2024-12-20,2003-06,20030601
2016,10,Michigan,Person-to-person,Norovirus,,Suspected,School/college/university,48,0,48,0,48,,,,,,,905453a18b93740f,2024-12-20,2016-10,20161001
2002,6,Ohio,Food,,,,Restaurant: Other,8,,,,,,,,,,,9054f88128b324b3,2024-12-20,2002-06,20020601
2009,3,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,90562deb4b72f5e3,2024-12-20,2009-03,20090301
2007,1,New York,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,39,0,39,0,39,"pork, roasted",pork,Pork,,,,905770316ec8ec61,2024-12-20,2007-01,20070101
2023,4,Pennsylvania,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,905889633a99a223,2024-12-20,2023-04,20230401
2010,5,Illinois,Food,,,,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,,9058ac311e9e7115,2024-12-20,2010-05,20100501
2004,3,South Carolina,Food,Clostridium perfringens,,Confirmed,Restaurant: Other,28,0,28,0,28,"burrito, chicken",chicken,Chicken,,,,9058be4ef455e773,2024-12-20,2004-03,20040301
2022,7,Florida,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,2,,,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Other,,905d5edfa9903a65,2024-12-20,2022-07,20220701
2011,1,New Hampshire,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Other healthcare facility,11,0,11,0,11,,,,,,,905da20a6d70aba2,2024-12-20,2011-01,20110101
2002,9,Florida,Water,Unknown,,Suspected,Private home/residence,5,,,,,,,,Drinking water,Individual/Private,,905dc88b46627620,2024-12-20,2002-09,20020901
2015,1,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,54,4,35,0,30,,,,,,,905eefd167d2dc84,2024-12-20,2015-01,20150101
2007,4,Pennsylvania,Water,Cryptosporidium unknown,,Confirmed,Fee-based facility/membership club,76,3,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,,905f2e23b79f7f33,2024-12-20,2007-04,20070401
2015,8,Texas,Person-to-person,Shigella sonnei,,Confirmed,Other,8,0,8,0,8,,,,,,,90618ec00afbc125,2024-12-20,2015-08,20150801
2013,3,New York,Person-to-person,Norovirus,,Suspected,,8,,,,,,,,,,,906220bc29b8c450,2024-12-20,2013-03,20130301
1998,3,Florida,Food,,,,Restaurant: Other,2,0,2,0,2,"steak, other",,Beef,,,,9063acc2e112a1be,2024-12-20,1998-03,19980301
2015,3,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Festival/fair;Grocery store/bakery/deli/convenience store;Caterer,8,1,8,0,8,,,,,,,90645fb71a266e49,2024-12-20,2015-03,20150301
2023,12,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,20,1,20,0,20,,,,,,,906595da9d660acf,2024-12-20,2023-12,20231201
2009,7,Kansas,Food,,,,Private home/residence,4,0,4,0,4,"refried beans, unspecified",,Multiple,,,,9065e37edf68a81e,2024-12-20,2009-07,20090701
2000,9,Colorado,Food,Clostridium perfringens,,Suspected,Restaurant: Other,15,0,15,0,15,"refried beans, unspecified;peppers, chili",,Multiple,,,,90678c21757a97d6,2024-12-20,2000-09,20000901
2014,12,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,,906be05ee8eaafd9,2024-12-20,2014-12,20141201
2012,11,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,56,6,56,0,56,,,,,,,906eec926509f2f1,2024-12-20,2012-11,20121101
2003,8,Florida,Food,Norovirus Genogroup I,unknown,Suspected,Restaurant: Other,16,0,16,0,16,unspecified fruit,,Fruits,,,,9070de53618eb709,2024-12-20,2003-08,20030801
2016,5,Tennessee,Food,Norovirus Genogroup II,GII.1,Suspected,Other,8,0,8,0,8,,,,,,,90713796cc921fc9,2024-12-20,2016-05,20160501
2003,1,Florida,Food,Rotavirus,,Suspected,Long-term care/nursing home/assisted living facility,10,2,10,1,10,multiple foods,,,,,,90724c810f045f8a,2024-12-20,2003-01,20030101
2014,5,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,90728cc15dfa87a3,2024-12-20,2014-05,20140501
2016,12,Illinois,Food,Norovirus,,Confirmed,Banquet Facility (food prepared and served on-site),120,2,81,0,81,,,,,,,907343627b7cda74,2024-12-20,2016-12,20161201
2010,11,Colorado,Food,,,,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,,907379cdc996c96f,2024-12-20,2010-11,20101101
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,44,2,44,0,44,,,,,,,9073e555908b1807,2024-12-20,2015-02,20150201
2011,11,Michigan,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,,150,0,0,0,0,,,,,,,907559456d53edb4,2024-12-20,2011-11,20111101
1999,5,Ohio,Food,Norovirus Genogroup I,,Suspected,Private home/residence,7,0,7,0,7,fruit salad,,Multiple,,,,9076fd895d99332a,2024-12-20,1999-05,19990501
2002,11,Michigan,Food,Norovirus Genogroup I,,Confirmed,Other,16,,,,,,,,,,,9078310ea987642a,2024-12-20,2002-11,20021101
2001,7,Michigan,Food,,,,Restaurant: Other,2,0,2,0,2,,,,,,,9079f6b826440767,2024-12-20,2001-07,20010701
1998,6,Florida,Food,,,,Restaurant: Other,3,0,3,0,3,"ethnic style, unspecified",,,,,,907a1b72760be0cf,2024-12-20,1998-06,19980601
2017,1,Wisconsin,Indeterminate/unknown,,,,School/college/university,27,0,0,0,0,,,,,,,907ae0ee083b9829,2024-12-20,2017-01,20170101
2022,4,Oregon,Person-to-person,Sapovirus,,Confirmed,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,,907b40d580d4dd35,2024-12-20,2022-04,20220401
2009,2,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,907b67efa0904476,2024-12-20,2009-02,20090201
2019,5,Ohio,Food,Norovirus,,Suspected,Grocery store/bakery/deli/convenience store;Private home/residence,6,0,6,0,6,key lime pie,,Multiple,,,,907b8d64ff38e9e8,2024-12-20,2019-05,20190501
2003,3,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Private home/residence,7,0,0,0,0,potato chips,,Root/Underground,,,,907c7ae7a39e3f09,2024-12-20,2003-03,20030301
1999,4,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Other;Private home/residence,9,,,,,"ground beef, unspecified",beef,Beef,,,,907e847b7ae18686,2024-12-20,1999-04,19990401
2017,12,Pennsylvania,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,907ec12f764bd876,2024-12-20,2017-12,20171201
2018,4,Mississippi,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,9080ae0894b1a371,2024-12-20,2018-04,20180401
2013,2,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,82,5,82,1,82,,,,,,,90829c0dc4580fe7,2024-12-20,2013-02,20130201
2022,3,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,,0,,0,,,,,,,90841c857ff3ba04,2024-12-20,2022-03,20220301
2020,3,South Carolina,Person-to-person,Norovirus unknown,,Suspected,School/college/university,30,0,0,0,30,,,,,,,908429c4d9d8e453,2024-12-20,2020-03,20200301
1999,5,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Office/indoor workplace,9,0,9,0,9,,,,,,,908444b47ddfb00c,2024-12-20,1999-05,19990501
2023,7,Wisconsin,Indeterminate/unknown,,,,Campground,5,0,5,0,5,,,,,,,9084aa299f47857d,2024-12-20,2023-07,20230701
2016,2,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,5,2,5,0,5,,,,Drinking water,Community,,9085cb21ee4e497e,2024-12-20,2016-02,20160201
2006,9,Ohio,Food,,,,Restaurant: Other,7,,,0,7,"pizza, unspecified",,Multiple,,,,9087f4f2abd22b16,2024-12-20,2006-09,20060901
2010,2,New York,Person-to-person,Norovirus,,Suspected,,172,,,,,,,,,,,9088582bcccf2c46,2024-12-20,2010-02,20100201
2017,3,Illinois,Person-to-person,Norovirus unknown,,Confirmed,Hospital,3,0,3,0,3,,,,,,,9089cae2f83b2d97,2024-12-20,2017-03,20170301
2022,1,Colorado,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,,9089e3197d75fdaf,2024-12-20,2022-01,20220101
1999,9,Multistate,Food,,,,Caterer,2,0,42,0,42,,,,,,,908a583767a06d31,2024-12-20,1999-09,19990901
2019,1,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,,908ad1c318219d6d,2024-12-20,2019-01,20190101
2016,3,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,908c9d30852afad6,2024-12-20,2016-03,20160301
2012,3,Arkansas,Person-to-person,,,,,3,0,3,0,3,,,,,,,908d8586f6122644,2024-12-20,2012-03,20120301
2015,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,908e4dc4c98194ad,2024-12-20,2015-01,20150101
2018,3,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,908f584c9fe60b7d,2024-12-20,2018-03,20180301
2011,1,Michigan,Person-to-person,,,,,42,0,0,0,0,,,,,,,908feba04420cfa6,2024-12-20,2011-01,20110101
2016,5,Texas,Indeterminate/unknown,,,,Restaurant,3,0,2,0,3,,,,,,,908ff29facb9858d,2024-12-20,2016-05,20160501
2013,9,Montana,Indeterminate/unknown,,,,Child daycare/preschool,20,0,20,0,20,,,,,,,90908e73ed95cffb,2024-12-20,2013-09,20130901
2001,6,New York,Food,Norovirus unknown,,Suspected,Other,33,,,,,vegetable tray,,Multiple,,,,90917a4a26c79df1,2024-12-20,2001-06,20010601
2019,5,Illinois,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,5,1,5,0,5,,,,,,,909247fbb75727e5,2024-12-20,2019-05,20190501
2002,12,Georgia,Food,Clostridium perfringens,,Confirmed,Caterer,30,,,0,30,"roast beef, unspecified",,Beef,,,,90938d29286619ab,2024-12-20,2002-12,20021201
2022,10,Indiana,Environmental contamination other than food/water,Salmonella enterica,Soerenga,Confirmed,Hospital,3,0,3,0,3,,,,,,,90948a077d8b8e8d,2024-12-20,2022-10,20221001
2019,1,Virginia,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,unknown;GII.P16 GII.4 Sydney,Suspected;Suspected,Long-term care/nursing home/assisted living facility,57,4,57,1,57,,,,,,,90961b5699f5c985,2024-12-20,2019-01,20190101
2014,12,Illinois,Person-to-person,Norovirus,,Suspected,,6,0,6,0,6,,,,,,,9096c1af69cab13c,2024-12-20,2014-12,20141201
2018,10,Nevada,Person-to-person,Norovirus unknown,,Suspected,Hospital,91,1,91,0,91,,,,,,,909831df2d866d13,2024-12-20,2018-10,20181001
1998,9,Maryland,Food,,,,Restaurant: Other,2,,,,,"goat, stew;chicken, sweet and sour",,Multiple,,,,9098a07f9d07124f,2024-12-20,1998-09,19980901
2014,2,Michigan,Person-to-person,,,,Event space,4,0,4,0,4,,,,,,,909918eceff0c4e8,2024-12-20,2014-02,20140201
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,108,1,108,2,108,,,,,,,909a4d07459e6f28,2024-12-20,2010-12,20101201
1999,8,Connecticut,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant: Other,12,3,9,0,12,,,,,,,909c28278232a65a,2024-12-20,1999-08,19990801
2017,1,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,32,,0,0,32,,,,,,,909d41408e1e9b97,2024-12-20,2017-01,20170101
2023,12,South Carolina,Food,"Clostridium perfringens;Staphylococcus aureus;Clostridium difficile;Escherichia coli, Enteropathogenic",unknown,Confirmed;Suspected;Suspected;Suspected,Soup kitchen/meal center;Correctional/detention facility;Restaurant: Fast-food (drive up service or pay at counter);Unknown,60,0,60,0,60,,,,,,,909e330511a23880,2024-12-20,2023-12,20231201
2020,2,Maine,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,18,1,18,0,18,,,,,,,909e8315c4390070,2024-12-20,2020-02,20200201
2023,3,Illinois,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,12,1,1,0,0,,,,,,,90a006518d7b1a4e,2024-12-20,2023-03,20230301
2021,12,Illinois,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Child daycare/preschool,6,0,4,0,4,,,,,,,90a0eb76051d0a63,2024-12-20,2021-12,20211201
2014,9,Georgia,Person-to-person,Shigella sonnei,subgroup D,Confirmed,Other,53,6,50,0,53,,,,,,,90a2753413fd52a9,2024-12-20,2014-09,20140901
2000,2,Wisconsin,Food,,,,Restaurant: Other,9,0,9,0,9,,,,,,,90a2a6a6a2ef8310,2024-12-20,2000-02,20000201
2015,4,Kansas,Food,,,,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,,90a5c6b4a0d9bc83,2024-12-20,2015-04,20150401
2020,9,Multistate,Food,Salmonella enterica,Typhimurium,Confirmed,Unknown,47,10,35,0,35,,,,,,,90a62d4cedd7859f,2024-12-20,2020-09,20200901
2018,2,Texas,Food,Salmonella enterica,unknown,Suspected,Caterer,2,,0,,0,,,,,,,90a6e1b655fe0c25,2024-12-20,2018-02,20180201
2019,3,Indiana,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,32,6,32,0,32,,,,,,,90a6f7a7c1ec20f3,2024-12-20,2019-03,20190301
2015,4,Texas,Food,Norovirus Genogroup II,,Confirmed,Festival/fair,35,1,35,0,35,,,,,,,90a829e7596e7780,2024-12-20,2015-04,20150401
2011,9,Georgia,Food,Salmonella enterica,Javiana,Confirmed,Private home/residence,13,4,13,1,13,,,,,,,90a8721e3c252ca4,2024-12-20,2011-09,20110901
2023,2,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,,0,,0,,,,,,,90a8999ebd3b5f6a,2024-12-20,2023-02,20230201
2022,3,Multistate,Animal contact,Salmonella enterica,Muenchen,Confirmed,Residence - Multi-unit housing;Residence - Single-family home,12,5,10,0,11,,,,,,Dog or puppy,90a9a235eee0f061,2024-12-20,2022-03,20220301
2015,7,Missouri,Person-to-person,Norovirus Genogroup I,GI.1,Confirmed,Hotel/motel,14,0,14,0,14,,,,,,,90aabe71f38b37f7,2024-12-20,2015-07,20150701
2016,7,Pennsylvania,Person-to-person,Shigella sonnei,subgroup D,Confirmed,Child daycare/preschool,15,0,15,0,15,,,,,,,90ab8604de49083f,2024-12-20,2016-07,20160701
2021,8,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Unknown,16,11,16,0,16,,,,,,,90ac6aaf7ed34e5e,2024-12-20,2021-08,20210801
2019,12,New Hampshire,Person-to-person,Norovirus Genogroup I;Norovirus Genogroup II,GI.P3 GI.3;unknown,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,113,1,113,0,113,,,,,,,90aca5435283a21f,2024-12-20,2019-12,20191201
2023,4,Tennessee,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II;Norovirus Genogroup II,unknown;GII.P16 GII.4 untypeable;unknown,Confirmed;Suspected;Suspected,Long-term care/nursing home/assisted living facility,31,2,29,0,29,,,,,,,90ad484f3f296473,2024-12-20,2023-04,20230401
2017,4,Illinois,Indeterminate/unknown,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,98,1,98,0,98,,,,,,,90adf915d8cc2bda,2024-12-20,2017-04,20170401
2004,8,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,4,0,4,0,4,,,,,,,90aea8dfd7dc12c3,2024-12-20,2004-08,20040801
2019,10,New Mexico,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,90b0389a936c9677,2024-12-20,2019-10,20191001
2023,3,Multistate,Animal contact,Salmonella enterica,Typhimurium,Confirmed,Residence - Multi-unit housing;Residence - Single-family home,74,18,52,0,55,,,,,,Poultry,90b04fa5d0d5fba9,2024-12-20,2023-03,20230301
2016,7,Tennessee,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,42,24,42,0,42,,,,Drinking water,Community,,90b0b16351ccbae9,2024-12-20,2016-07,20160701
2014,4,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Other,53,6,53,1,53,,,,,,,90b4959603a703c1,2024-12-20,2014-04,20140401
2021,3,Ohio,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,48,1,48,0,48,,,,,,,90b5610a5a17a50f,2024-12-20,2021-03,20210301
2015,9,Arizona,Indeterminate/unknown,,,,Ship/boat,15,0,15,0,15,,,,,,,90b5ad2a09cf5157,2024-12-20,2015-09,20150901
2015,10,Tennessee,Person-to-person,Sapovirus,,Confirmed,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,,90b5cfb502b1497d,2024-12-20,2015-10,20151001
2016,10,California,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant: Sit-down dining;Caterer,9,2,9,0,9,"beef, BBQ",,Multiple,,,,90b6b427d64cc9f3,2024-12-20,2016-10,20161001
